Register Name,Field Name,Bits,Type,Reset Value,Description,Note
C2H_GPIO_2_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_3_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_4_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_5_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_6_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_7_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_8_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_9_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_10_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_11_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_12_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_13_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_14_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_15_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
H2C_GPIO_0_REG,,,,,To send 32-bit GPIO from Host to  FPGA,
,GPIO_31,31,rw,0x0,,
,GPIO_30,30,rw,0x0,,
,GPIO_29,29,rw,0x0,,
,GPIO_28,28,rw,0x0,,
,GPIO_27,27,rw,0x0,,
,GPIO_26,26,rw,0x0,,
,GPIO_25,25,rw,0x0,,
,GPIO_24,24,rw,0x0,,
,GPIO_23,23,rw,0x0,,
,GPIO_22,22,rw,0x0,,
,GPIO_21,21,rw,0x0,,
,GPIO_20,20,rw,0x0,,
,GPIO_19,19,rw,0x0,,
,GPIO_18,18,rw,0x0,,
,GPIO_17,17,rw,0x0,,
,GPIO_16,16,rw,0x0,,
,GPIO_15,15,rw,0x0,,
,GPIO_14,14,rw,0x0,,
,GPIO_13,13,rw,0x0,,
,GPIO_12,12,rw,0x0,,
,GPIO_11,11,rw,0x0,,
,GPIO_10,10,rw,0x0,,
,GPIO_9,9,rw,0x0,,
,GPIO_8,8,rw,0x0,,
,GPIO_7,7,rw,0x0,,
,GPIO_6,6,rw,0x0,,
,GPIO_5,5,rw,0x0,,
,GPIO_4,4,rw,0x0,,
,GPIO_3,3,rw,0x0,,
,GPIO_2,2,rw,0x0,,
,GPIO_1,1,rw,0x0,,
,GPIO_0,0,rw,0x0,,
H2C_GPIO_1_REG,,,,,To send 32-bit GPIO from Host to  FPGA,
,GPIO_31,31,rw,0x0,,
,GPIO_30,30,rw,0x0,,
,GPIO_29,29,rw,0x0,,
,GPIO_28,28,rw,0x0,,
,GPIO_27,27,rw,0x0,,
,GPIO_26,26,rw,0x0,,
,GPIO_25,25,rw,0x0,,
,GPIO_24,24,rw,0x0,,
,GPIO_23,23,rw,0x0,,
,GPIO_22,22,rw,0x0,,
,GPIO_21,21,rw,0x0,,
,GPIO_20,20,rw,0x0,,
,GPIO_19,19,rw,0x0,,
,GPIO_18,18,rw,0x0,,
,GPIO_17,17,rw,0x0,,
,GPIO_16,16,rw,0x0,,
,GPIO_15,15,rw,0x0,,
,GPIO_14,14,rw,0x0,,
,GPIO_13,13,rw,0x0,,
,GPIO_12,12,rw,0x0,,
,GPIO_11,11,rw,0x0,,
,GPIO_10,10,rw,0x0,,
,GPIO_9,9,rw,0x0,,
,GPIO_8,8,rw,0x0,,
,GPIO_7,7,rw,0x0,,
,GPIO_6,6,rw,0x0,,
,GPIO_5,5,rw,0x0,,
,GPIO_4,4,rw,0x0,,
,GPIO_3,3,rw,0x0,,
,GPIO_2,2,rw,0x0,,
,GPIO_1,1,rw,0x0,,
,GPIO_0,0,rw,0x0,,
H2C_GPIO_2_REG,,,,,To send 32-bit GPIO from Host to  FPGA,
,GPIO_31,31,rw,0x0,,
,GPIO_30,30,rw,0x0,,
,GPIO_29,29,rw,0x0,,
,GPIO_28,28,rw,0x0,,
,GPIO_27,27,rw,0x0,,
,GPIO_26,26,rw,0x0,,
,GPIO_25,25,rw,0x0,,
,GPIO_24,24,rw,0x0,,
,GPIO_23,23,rw,0x0,,
,GPIO_22,22,rw,0x0,,
,GPIO_21,21,rw,0x0,,
,GPIO_20,20,rw,0x0,,
,GPIO_19,19,rw,0x0,,
,GPIO_18,18,rw,0x0,,
,GPIO_17,17,rw,0x0,,
,GPIO_16,16,rw,0x0,,
,GPIO_15,15,rw,0x0,,
,GPIO_14,14,rw,0x0,,
,GPIO_13,13,rw,0x0,,
,GPIO_12,12,rw,0x0,,
,GPIO_11,11,rw,0x0,,
,GPIO_10,10,rw,0x0,,
,GPIO_9,9,rw,0x0,,
,GPIO_8,8,rw,0x0,,
,GPIO_7,7,rw,0x0,,
,GPIO_6,6,rw,0x0,,
,GPIO_5,5,rw,0x0,,
,GPIO_4,4,rw,0x0,,
,GPIO_3,3,rw,0x0,,
,GPIO_2,2,rw,0x0,,
,GPIO_1,1,rw,0x0,,
,GPIO_0,0,rw,0x0,,
H2C_GPIO_3_REG,,,,,To send 32-bit GPIO from Host to  FPGA,
,GPIO_31,31,rw,0x0,,
,GPIO_30,30,rw,0x0,,
,GPIO_29,29,rw,0x0,,
,GPIO_28,28,rw,0x0,,
,GPIO_27,27,rw,0x0,,
,GPIO_26,26,rw,0x0,,
,GPIO_25,25,rw,0x0,,
,GPIO_24,24,rw,0x0,,
,GPIO_23,23,rw,0x0,,
,GPIO_22,22,rw,0x0,,
,GPIO_21,21,rw,0x0,,
,GPIO_20,20,rw,0x0,,
,GPIO_19,19,rw,0x0,,
,GPIO_18,18,rw,0x0,,
,GPIO_17,17,rw,0x0,,
,GPIO_16,16,rw,0x0,,
,GPIO_15,15,rw,0x0,,
,GPIO_14,14,rw,0x0,,
,GPIO_13,13,rw,0x0,,
,GPIO_12,12,rw,0x0,,
,GPIO_11,11,rw,0x0,,
,GPIO_10,10,rw,0x0,,
,GPIO_9,9,rw,0x0,,
,GPIO_8,8,rw,0x0,,
,GPIO_7,7,rw,0x0,,
,GPIO_6,6,rw,0x0,,
,GPIO_5,5,rw,0x0,,
,GPIO_4,4,rw,0x0,,
,GPIO_3,3,rw,0x0,,
,GPIO_2,2,rw,0x0,,
,GPIO_1,1,rw,0x0,,
,GPIO_0,0,rw,0x0,,
H2C_GPIO_4_REG,,,,,To send 32-bit GPIO from Host to  FPGA,
,GPIO_31,31,rw,0x0,,
,GPIO_30,30,rw,0x0,,
,GPIO_29,29,rw,0x0,,
,GPIO_28,28,rw,0x0,,
,GPIO_27,27,rw,0x0,,
,GPIO_26,26,rw,0x0,,
,GPIO_25,25,rw,0x0,,
,GPIO_24,24,rw,0x0,,
,GPIO_23,23,rw,0x0,,
,GPIO_22,22,rw,0x0,,
,GPIO_21,21,rw,0x0,,
,GPIO_20,20,rw,0x0,,
,GPIO_19,19,rw,0x0,,
,GPIO_18,18,rw,0x0,,
,GPIO_17,17,rw,0x0,,
,GPIO_16,16,rw,0x0,,
,GPIO_15,15,rw,0x0,,
,GPIO_14,14,rw,0x0,,
,GPIO_13,13,rw,0x0,,
,GPIO_12,12,rw,0x0,,
,GPIO_11,11,rw,0x0,,
,GPIO_10,10,rw,0x0,,
,GPIO_9,9,rw,0x0,,
,GPIO_8,8,rw,0x0,,
,GPIO_7,7,rw,0x0,,
,GPIO_6,6,rw,0x0,,
,GPIO_5,5,rw,0x0,,
,GPIO_4,4,rw,0x0,,
,GPIO_3,3,rw,0x0,,
,GPIO_2,2,rw,0x0,,
,GPIO_1,1,rw,0x0,,
,GPIO_0,0,rw,0x0,,
H2C_GPIO_5_REG,,,,,To send 32-bit GPIO from Host to  FPGA,
,GPIO_31,31,rw,0x0,,
,GPIO_30,30,rw,0x0,,
,GPIO_29,29,rw,0x0,,
,GPIO_28,28,rw,0x0,,
,GPIO_27,27,rw,0x0,,
,GPIO_26,26,rw,0x0,,
,GPIO_25,25,rw,0x0,,
,GPIO_24,24,rw,0x0,,
,GPIO_23,23,rw,0x0,,
,GPIO_22,22,rw,0x0,,
,GPIO_21,21,rw,0x0,,
,GPIO_20,20,rw,0x0,,
,GPIO_19,19,rw,0x0,,
,GPIO_18,18,rw,0x0,,
,GPIO_17,17,rw,0x0,,
,GPIO_16,16,rw,0x0,,
,GPIO_15,15,rw,0x0,,
,GPIO_14,14,rw,0x0,,
,GPIO_13,13,rw,0x0,,
,GPIO_12,12,rw,0x0,,
,GPIO_11,11,rw,0x0,,
,GPIO_10,10,rw,0x0,,
,GPIO_9,9,rw,0x0,,
,GPIO_8,8,rw,0x0,,
,GPIO_7,7,rw,0x0,,
